Sub ICB Loc ODS code,Sub ICB Loc ONS code,Sub ICB Loc name,PCN ODS code,PCN name,Practice code,Practice name,perc_achievement
,,,,,N84025,Westway Medical Centre,94.44444444
,,,,,N84012,Ainsdale Medical Centre,96
,,,,,N84014,Ainsdale Village Surgery,83.33333333
,,,,,N84006,Chapel Lane Surgery,92.10526316
,,,,,N84013,Christiana Hartley Medical Practice,95.61403509
,,,,,N84017,Churchtown Medical Centre,85.48387097
,,,,,N84005,Cumberland House Surgery,89.56521739
,,,,,N84024,Grange Surgery,94.23076923
,,,,,N84617,Kew Surgery,86.56716418
,,,,,N84037,Lincoln House Surgery,83.33333333
,,,,,N84008,Norwood Surgery,90.78947368
,,,,,N84021,St Marks Medical Centre (Tcg Medical),87.5
,,,,,N84613,The Corner Surgery (Dr Mulla),96.96969697
,,,,,N84625,The Family Surgery,96.22641509
,,,,,N84614,The Marshside Surgery,95.65217391
,,,,,N84018,The Village Surgery Formby,89.79591837
,,,,,P88014,Adshall Road Medical Prac,92.72727273
,,,,,P88019,Alvanley Family Practice,90.47619048
,,,,,P88625,Archwood Medical Practice,92.75362319
,,,,,P88012,Beech House Medical Pract,96.1038961
,,,,,P88031,Bracondale Medical Centre,97.33333333
,,,,,P88016,Bramhall & Shaw Heath Medical Group,90.97222222
,,,,,P88015,Bramhall Health Centre,97
,,,,,P88044,Bredbury Medical Centre,100
,,,,,P88043,Brinnington Surgery,87.83783784
,,,,,P88013,Caritas General Practice Partnership,93.39622642
,,,,,P88017,Chadsfield Medical Practice,95.3125
,,,,,P88007,Cheadle Hulme Medical Group,93.37748344
,,,,,P88020,Cheadle Medical Practice,91.11111111
,,,,,P88005,Family Surgery,87.70491803
,,,,,P88042,Finney Lane Surgery,92.59259259
,,,,,P88024,Gatley Medical Centre,88.02816901
,,,,,P88023,Heald Green Health Centre 2,92.10526316
,,,,,P88008,Heaton Mersey Med.Pract.,94.79166667
,,,,,P88026,Heaton Moor Medical Group,94.32515337
,,,,,P88011,Heaton Norris Medical Practice,92.15686275
,,,,,P88623,High Lane Medical Centre,96.82539683
,,,,,P88025,Hulme Hall Medical Group,95.83333333
,,,,,P88003,Manor Medical Practice,96.34146341
,,,,,P88002,Marple Bridge Surgery,87.5
,,,,,P88006,Marple Cottage Surgery,98.11320755
,,,,,P88021,Marple Medical Practice,96.1038961
,,,,,P88018,Park View Group Practice,93.75
,,,,,P88606,Springfield Surgery,91.04477612
,,,,,P88632,Stockport Medical Group,85.33333333
,,,,,P88041,The Village Surgery,96.11650485
,,,,,P88615,Vernon Park Surgery,96.2962963
,,,,,P88009,Woodley Village Surgery,93.10344828
,,,,,N83023,Atlas Medical Practice,87.21804511
,,,,,N83008,Berrymead Family Med.Ctr.,83.51648352
,,,,,N83054,Bethany Medical Centre,91.42857143
,,,,,N83019,Billinge Medical Practice,77.35849057
,,,,,N83027,Central Surgery,83.87096774
,,,,,N83624,Dr Rahil'S Surgery,92.30769231
,,,,,N83614,Eccleston Medical Centre,96
,,,,,N83021,Four Acre Health Centre,89.55223881
,,,,,Y00475,Garswood Surgery,96.22641509
,,,,,N83017,Hall Street Medical Centre,86.53846154
,,,,,N83020,Haydock Medical Centre,93.02325581
,,,,,N83049,Kenneth Macrae Med Centre,100
,,,,,N83007,Lingholme Health Centre,93.75
,,,,,N83053,Longton Medical Centre,87.95180723
,,,,,Y02510,Marshalls Cross Medical Centre,77.27272727
,,,,,N83012,Mill Street Medical Ctr.,92.85714286
,,,,,N83637,Newholme Surgery,86.66666667
,,,,,N83628,Newton Community Hospital Practice,90.32258065
,,,,,N83045,Newton Medical Centre,88.73239437
,,,,,N83003,Ormskirk House Surgery,89.09090909
,,,,,N83026,Parkfield Surgery,100
,,,,,N83002,Patterdale Lodge Med Ctre,89.92248062
,,,,,N83006,Phoenix Medical Centre,75.86206897
,,,,,N83001,Rainbow Medical Centre,77.83783784
,,,,,N83041,Rainford Health Centre,100
,,,,,N83010,Rainhill Village Surgery,90.90909091
,,,,,N83050,The Bowery Medical Centre,89.39393939
,,,,,N83035,The Spinney Medical Ctr.,81.66666667
,,,,,N83005,Vista Road Surgery,86.74698795
,,,,,N83620,Windermere Medical Centre,82.05128205
,,,,,P89003,Albion Medical Practice,81.73913043
,,,,,Y02586,Ashton Gp Service,70.88607595
,,,,,P89008,Ashton Medical Group,90.1734104
,,,,,P89004,Awburn House Medical Practice,93.5483871
,,,,,P89012,Clarendon Medical Centre,87.83783784
,,,,,P89018,Denton Medical Practice,79.41176471
,,,,,P89016,Donneybrook Medical Centre,87.83783784
,,,,,Y02663,Droylsden Medical Practice,60.52631579
,,,,,P89021,Dukinfield Medical Practice,91.07142857
,,,,,P89011,Gordon Street Medical Centre,92.53731343
,,,,,P89026,Grosvenor Medical Centre,86.56716418
,,,,,Y02713,Guide Bridge Medical Practice,86.84210526
,,,,,P89013,Hattersley Group Practice,88.75
,,,,,P89014,Haughton Thornley Medical Centres,82.78145695
,,,,,P89020,Ht Practice,90.10989011
,,,,,P89022,King Street Medical Centre,93.47826087
,,,,,P89005,Lockside Medical Centre,96.90721649
,,,,,P89029,Market Street Medical Practice,96.66666667
,,,,,P89010,Medlock Vale Medical Practice,93.93939394
,,,,,Y02936,Millbrook Medical Practice,83.01886792
,,,,,P89015,Millgate Healthcare Partnership,91.80327869
,,,,,P89612,Mossley Medical Practice,100
,,,,,P89618,Pike Medical Practice,96.875
,,,,,P89023,St. Andrew'S House Surgery,90.38461538
,,,,,P89609,Stamford House,90.66666667
,,,,,P89007,Staveleigh Medical Centre,92.20779221
,,,,,P89002,The Brooke Surgery,62.79069767
,,,,,P89602,The Smithy Surgery,89.74358974
,,,,,P89025,Town Hall Surgery,88.88888889
,,,,,P89613,Waterloo Medical Centre,85.36585366
,,,,,P89030,West End Medical Centre,86.36363636
,,,,,P91004,Altrincham Medical Practice,91.57894737
,,,,,P91603,Barrington Medical Centre,98.48484848
,,,,,P91017,Bodmin Road Health Centre,91.07142857
,,,,,P91013,Boundary House Medical Centre,92.25352113
,,,,,P91035,Conway Road Medical Practice,93.33333333
,,,,,P91009,Davyhulme Medical Centre,97.14285714
,,,,,P91018,Delamere Medical Practice,90
,,,,,P91617,Family Surgery,93.93939394
,,,,,P91021,Firsway Health Centre,88.37209302
,,,,,P91029,Flixton Road Medical Centre,86.01398601
,,,,,P91020,Limelight Health And Wellbeing Hub,73.17073171
,,,,,P91627,Lostock Medical Centre,78.30188679
,,,,,P91629,North Trafford Group Practice,86.15384615
,,,,,P91003,Park Medical Practice,96.93877551
,,,,,P91019,Partington Central Surgery,86.84210526
,,,,,P91026,Partington Family Practice,92.68292683
,,,,,P91012,Primrose Surgery,93.97590361
,,,,,P91631,Riddings Family Health Centre,100
,,,,,P91008,Shay Lane Medical Centre (Kelman),88.33333333
,,,,,P91011,Shay Lane Medical Centre (Patel),96.07843137
,,,,,P91604,St Johns Medical Centre,94.35028249
,,,,,P91007,Timperley Health Centre (Westwood),94.11764706
,,,,,P91006,Urmston Group Practice,94.36619718
,,,,,P91623,Village Surgery,94.56521739
,,,,,P91014,Washway Road Medical Centre,93.29896907
,,,,,P91016,West Timperley Medical Centre,96.8
,,,,,N81645,4 Seasons Medical Centre,83.87096774
,,,,,N81114,Birchwood Medical Centre,83.80952381
,,,,,N81014,Brookfield Surgery,96.34146341
,,,,,N81028,Causeway Medical Centre,98.30508475
,,,,,Y04925,Chapelford Primary Care Centre,95.40229885
,,,,,N81637,Cockhedge Medical Centre,83.72093023
,,,,,N81059,Culcheth Medical Centre,92.72727273
,,,,,N81097,Dallam Lane Medical Centre,85.36585366
,,,,,Y01108,Fairfield Surgery,84.44444444
,,,,,N81048,Fearnhead Cross Med.Ctr.,90.84507042
,,,,,N81056,Folly Lane Medical Centre,91.58878505
,,,,,N81089,Greenbank Surgery,98.71794872
,,,,,N81012,Guardian Street Med/Ctr,94.91525424
,,,,,N81041,Helsby Street Med/Ctr,94.59459459
,,,,,N81007,Holes Lane Medical Ltd.,92.39130435
,,,,,N81065,Latchford Medical Centre,96.96969697
,,,,,N81107,Manchester Road Surgery,92.10526316
,,,,,N81109,Padgate Medical Centre,95.77464789
,,,,,N81083,Parkview Medical Centre,94.64285714
,,,,,N81020,Penketh Health Centre,97.22222222
,,,,,N81036,Springfields Medical Centre,92.23300971
,,,,,N81075,Stockton Heath Med.Centre,85.81081081
,,,,,N81623,Stretton Medical Centre,88.88888889
,,,,,N81628,The Eric Moore Partnership,89.3081761
,,,,,N81108,The Lakeside Surgery,96.2962963
,,,,,N81122,Westbrook Medical Centre,97.70114943
,,,,,P81201,Ashurst Primary Care,85.50724638
,,,,,P81695,Aughton Surgery,93.18181818
,,,,,P81112,Beacon Primary Care,92
,,,,,P81138,Burscough Family Practice,100
,,,,,P81136,Dr A Bisarya,85.29411765
,,,,,P81208,Excel Primary Care,82.66666667
,,,,,P81084,Hall Green Surgery,91.37931034
,,,,,P81646,Lathom House Surgery,94.28571429
,,,,,P81039,Manor Primary Care,92.45283019
,,,,,P81014,Ormskirk Medical Practice,90.14084507
,,,,,P81096,Parbold Surgery,93.10344828
,,,,,P81041,Parkgate Surgery,96.55172414
,,,,,P81674,Stanley Court Surgery,96.15384615
,,,,,P81710,Tarleton Group Practice,96.1038961
,,,,,P81045,The Elms Practice,90.625
,,,,,P92015,Aspull Surgery,94.33962264
,,,,,P92637,Astley General Practice,97.72727273
,,,,,P92633,Bee Fold Medical Centre,100
,,,,,P92010,Beech Hill Medical Practice,87.85046729
,,,,,P92605,Boothstown Medical Centre,92.30769231
,,,,,P92008,Bradshaw Medical Centre,93.90243902
,,,,,P92002,Braithwaite Rd Surgery,97.36842105
,,,,,P92023,Brookmill Medical Centre,90.4109589
,,,,,P92034,Bryn Cross Surgery,95.45454545
,,,,,Y02378,Bryn Street Surgery,97.82608696
,,,,,P92006,Dr Ahmad & Ptnrs,88.57142857
,,,,,P92042,Dr Kk Chan & Partners,92.75362319
,,,,,P92030,Dr Seabrook,87.17948718
,,,,,P92004,Dr Tun & Partners,86.41975309
,,,,,P92646,Dr Vardhan'S Surgery,92.85714286
,,,,,P92635,Dr Vasanth,93.33333333
,,,,,P92028,Elliott Street Surgery,89.09090909
,,,,,P92602,Foxleigh Family Surgery,71.42857143
,,,,,P92630,Golborne Surgery,83.33333333
,,,,,P92607,Grasmere Surgery,91.35802469
,,,,,P92647,Hawkley Brook Medical Practice,96.77419355
,,,,,P92012,High Street Medical Centre,86.66666667
,,,,,P92620,Ince Surgery,77.66990291
,,,,,P92024,Kumar Family Practice,98
,,,,,Y02322,Leigh Family Practice,95.76271186
,,,,,Y02886,Leigh Sports Village,96.72131148
,,,,,Y00050,Lilford & Pennington Park Surgery,92.30769231
,,,,,P92026,Longshoot Medical Practice,90.12345679
,,,,,P92651,Lowton & Platt Bridge Surgery,92.64705882
,,,,,Y02885,Marsh Green Medical Practice,86.8852459
,,,,,P92642,Marus Bridge Practice,93.87755102
,,,,,P92626,Meadowview Surgery,81.25
,,,,,P92001,Medicentre,95.74468085
,,,,,P92634,Mesnes View Surgery,88.46153846
,,,,,P92021,Newtown Medical Practice,88
,,,,,P92007,Old Henry Street Med Ctr,92.06349206
,,,,,P92019,Pemberton Surgery,87.59689922
,,,,,P92016,Pennygate Medical Centre,90.65934066
,,,,,P92031,Platt House Surgery,83.01886792
,,,,,Y02321,Poplar Street Surgery,96.875
,,,,,P92621,Premier Health Team,87.5
,,,,,Y02274,Rivington Way Surgery,84.31372549
,,,,,P92038,Saxena L,100
,,,,,P92639,Shahbazi Ss,80.76923077
,,,,,P92653,Shakespeare Surgery,91.17647059
,,,,,P92017,Shevington Surgery,99.21259843
,,,,,P92020,Sivakumar & Partner,96.66666667
,,,,,P92648,Slag Lane Mc,96.875
,,,,,P92041,Ssp Health Limited Ashton Medical Centre,92.47311828
,,,,,P92014,Standish Medical Practice,91.97080292
,,,,,P92011,Sullivan Way Surgery,82.08955224
,,,,,P92615,The Avenue Surgery,86.2745098
,,,,,P92003,The Dicconson Group Practice,92.38095238
,,,,,P92033,"The Surgery, Tyldesley",91.30434783
,,,,,P92029,Westleigh Medical Practice,81.13207547
,,,,,P92005,Zaman,100
,,,,,P81037,Ansdell Medical Centre,92.04545455
,,,,,P81129,Ash Tree House Surgery,92.55319149
,,,,,P81742,Beechwood Surgery,100
,,,,,P81086,Broadway Medical Centre,86.53846154
,,,,,P81157,Fernbank Surgery,97.75280899
,,,,,P81668,Fleetwood Surgery,97.22222222
,,,,,P81006,Garstang Medical Practice,90.22988506
,,,,,P81059,Great Eccleston Hlth Ctr,93.58974359
,,,,,P81077,Holland House Surgery,95.77464789
,,,,,P81128,Kirkham Health Centre,91.66666667
,,,,,P81149,Lockwood Gp Surgery,95.18072289
,,,,,P81150,Parcliffe Medical Centre,86.86868687
,,,,,P81031,Poplar House Surgery,95.12195122
,,,,,P81191,Queensway Medical Centre,95.89041096
,,,,,P81089,The Mount View Practice,90.69767442
,,,,,P81087,The Over-Wyre Med.Ctr.,92.39130435
,,,,,P81079,The Thornton Practice,95.28301887
,,,,,P81133,The Village Practice,97.18309859
,,,,,C85003,Ashville Medical Centre PMS Practice,91.66666667
,,,,,Y05363,Bhf Highgate Surgery,94.73684211
,,,,,Y05364,Bhf Lundwood Surgery,89.36170213
,,,,,Y05248,Brierley Medical Centre,96
,,,,,C85017,Burleigh Medical Centre,89.32038835
,,,,,C85614,Darton Health Centre Practice,88.63636364
,,,,,Y00411,Dearne Valley Group Practice,91.25
,,,,,C85016,Garland House Surgery,93.63636364
,,,,,C85001,Goldthorpe Medical Centre PMS Practice,96
,,,,,C85018,Grimethorpe Surgery,96.875
,,,,,C85024,High Street Practice,82.75862069
,,,,,C85010,Hill Brow Surgery PMS Practice,93.82022472
,,,,,C85023,Hollygreen Practice,89.07563025
,,,,,C85022,Hoyland Medical Practice,89.70588235
,,,,,C85020,Huddersfield Road Surgery,90.38461538
,,,,,C85623,Kingswell Surgery PMS Practice,98.24561404
,,,,,Y04809,Lakeside Surgery,97.61904762
,,,,,C85028,Lundwood Medical Centre PMS Practice,77.5
,,,,,C85622,Monk Bretton Health Centre Practice,95.23809524
,,,,,C85004,Penistone Group PMS Practice,96.38554217
,,,,,C85005,Royston Group Practice,100
,,,,,C85619,St George'S Medical Centre PMS Practice,89.62264151
,,,,,C85007,The Dove Valley PMS Practice,97.26027397
,,,,,C85019,The Grove Medical Practice,93.42105263
,,,,,C85009,The Kakoty Practice,92
,,,,,C85014,The Rose Tree PMS Practice,91.80327869
,,,,,C85033,Victoria Medical Centre PMS Practice,78.6259542
,,,,,C85008,Walderslade Surgery,95.83333333
,,,,,C85013,Wombwell Gms Practice,95.71428571
,,,,,C85030,Wombwell Medical Centre Practice,91.42857143
,,,,,C85006,Woodland Drive Medical Centre,95.65217391
,,,,,C84101,Bawtry And Blyth Medical,88.88888889
,,,,,C84035,Crown House Surgery,94.01709402
,,,,,C84013,Kingfisher Family Practice,85.29411765
,,,,,C84001,Larwood Surgery,93.27731092
,,,,,C84024,Newgate Medical Group,68.85964912
,,,,,C84692,North Leverton Surgery,96.42857143
,,,,,C84094,Riverside Health Centre,92.01680672
,,,,,C84008,Tuxford Medical Centre,97.91666667
,,,,,Y05346,Westwood Primary Care Centre,85
,,,,,B84016,Bankfield Surgery,89.91596639
,,,,,B84613,Beechwood Medical Centre,80.88235294
,,,,,B84007,Brig Royd Surgery,96.80851064
,,,,,Y02572,Calder Community Practice,81.48148148
,,,,,B84618,Caritas Group Practice,78.99159664
,,,,,B84011,Church Lane Surgery,88.42105263
,,,,,B84004,Hebden Bridge Group Practice,91.27516779
,,,,,B84010,Keighley Road Surgery,90.24390244
,,,,,B84021,King Cross Practice,100
,,,,,B84612,Lister Lane Surgery,98.01980198
,,,,,B84623,Longroyde Surgery,100
,,,,,B84013,Plane Trees Group Practice,89.15662651
,,,,,B84014,Rastrick Health Centre,90.90909091
,,,,,B84003,Rydings Hall Surgery,86.95652174
,,,,,B84012,Spring Hall Group Practice,79.81927711
,,,,,B84009,Stainland Road Medical Centre,96.63865546
,,,,,B84001,Station Road Surgery,92
,,,,,B84019,The Boulevard Medical Practice,95.42857143
,,,,,B84008,The Northolme Practice,93.70629371
,,,,,B84006,Todmorden Group Practice,92.42424242
,,,,,C86609,Asa Medical Group,80.68669528
,,,,,C86605,Askern Medical Practice,79.72972973
,,,,,C86606,Barnburgh Surgery,95
,,,,,C86024,Conisbrough Group Practice,88.63636364
,,,,,C86625,Conisbrough Medical Practice,100
,,,,,C86616,Denaby Medical Practice,84.21052632
,,,,,C86023,Don Valley Healthcare,90.39548023
,,,,,C86611,Dunsville Medical Centre,92.85714286
,,,,,C86026,Edlington Health Centre Practice,84.74576271
,,,,,C86037,Field Road Surgery,85.84070796
,,,,,C86025,Frances Street Medical Centre,89.28571429
,,,,,C86001,Great North Medical Group,93.6416185
,,,,,C86003,Hatfield Health Centre,92.39130435
,,,,,C86017,Kingthorne Group Practice,88.70967742
,,,,,C86005,Mexborough Health Centre,88.63636364
,,,,,C86011,Mount Group Practice,88.14814815
,,,,,C86018,Northfield Surgery,58.82352941
,,,,,C86626,Park View Surgery,92.30769231
,,,,,C86038,Petersgate Medical Centre,94.11764706
,,,,,C86006,Regent Square Group Practice,80.37383178
,,,,,C86032,Scawsby Health Centre Practice,90.74074074
,,,,,C86029,St Vincent Medical Centre,90.83333333
,,,,,C86020,St. Johns Group Practice,83.87096774
,,,,,C86007,The Burns Practice,99.47916667
,,,,,Y05167,The Flying Scotsman Health Centre,62.79069767
,,,,,C86016,The Lakeside Practice,81.70731707
,,,,,C86009,The Mayflower Medical Practice,92.72727273
,,,,,C86033,The Nayar Practice,84.61538462
,,,,,C86034,The New Surgery,90.24390244
,,,,,C86012,The Oakwood Surgery,92.85714286
,,,,,C86002,The Ransome Practice,91.4893617
,,,,,C86015,The Rossington Practice,66.35514019
,,,,,C86019,The Scott Practice,74.85714286
,,,,,C86013,The Tickhill & Colliery Medical Practice,87.87878788
,,,,,C86614,Thorne Moor Medical Practice,93.61702128
,,,,,C86621,West End Clinic,71.69811321
,,,,,C86021,White House Farm Medical Centre,100
,,,,,B81068,Bartholomew Medical Group,94.21052632
,,,,,B81100,Dr Ac Milner,97.43589744
,,,,,B81666,Dr Mitchell,100
,,,,,B81069,Drs Reddy And Nunn,90.87136929
,,,,,B81004,"Eastgate Medical Group, Hornsea",94.50549451
,,,,,B81041,Gilberdyke Health Centre,98.11320755
,,,,,B81101,Greengates Medical Group,93.71980676
,,,,,B81025,Holderness Health,96.61654135
,,,,,B81088,Howden Medical Practice,98.48484848
,,,,,B81006,Humber Primary Care,90.43478261
,,,,,B81653,King Street Medical Centre,97.10144928
,,,,,B81034,Leven & Beeford Medical Practice,90.42553191
,,,,,B81042,Manor Road Surgery,98.34710744
,,,,,B81009,Market Weighton Group Practice,100
,,,,,B81013,Montague Medical Practice,91.30434783
,,,,,B81082,North Beverley Medical Centre,98.18181818
,,,,,B81051,Old Fire Station Surgery,96.66666667
,,,,,B81619,Park View Surgery,91.17647059
,,,,,B81092,"The Medical Centre, Driffield",96.77419355
,,,,,B81037,The Park Surgery,96.26865672
,,,,,B81061,The Ridings Medical Group,96.81093394
,,,,,B81029,The Snaith And Rawcliffe Medical Group,96.2962963
,,,,,B81024,Willerby And Swanland Surgery,96.15384615
,,,,,B81085,Burnbrae Medical Practice,84.61538462
,,,,,B81104,Campus Health Centre,79.31034483
,,,,,B81074,City Health Practice Ltd,90.90909091
,,,,,B81054,Clifton House Medical Centre,90.47619048
,,,,,B81097,Delta Healthcare,80
,,,,,B81616,Dr Gt Hendow'S Practice,95.83333333
,,,,,B81040,Dr Jad Weir & Partners,92.97297297
,,,,,B81631,Drs Raut And Thoufeeq,93.47826087
,,,,,B81645,East Park Practice,87.87878788
,,,,,B81119,Goodheart Surgery,97.72727273
,,,,,B81075,Hastings Medical Centre,100
,,,,,B81675,Haxby Group Calvert & Newington,67.44186047
,,,,,Y02747,Haxby Group Hull,86.52037618
,,,,,B81008,Hull Family Practice,86.02150538
,,,,,B81112,James Alexander Family Practice,86.20689655
,,,,,B81011,Kingston Health (Hull),93.22033898
,,,,,B81635,Laurbel Surgery,100
,,,,,B81048,Modality Partnership (Hull),79.64912281
,,,,,B81018,Orchard 2000 Group,84.16666667
,,,,,B81052,Princes Medical Centre,57.8125
,,,,,B81027,St Andrews Surgery,80.82191781
,,,,,B81035,The Avenues Medical Centre,88.75
,,,,,B81046,The Bridge Group Practice,94.68085106
,,,,,B81038,The Oaks Medical Centre,88.31168831
,,,,,B81017,The Quays Medical Practice,71.50537634
,,,,,B81020,The Sutton Manor Surgery,98.64864865
,,,,,B81032,Wilberforce Surgery,81.81818182
,,,,,B81047,Wolseley Medical Centre,87.71929825
,,,,,B81003,Beacon Medical,95.04132231
,,,,,B81087,Birkwood Medical Centre,96.77419355
,,,,,B81015,Clee Medical Centre,89.44099379
,,,,,B81663,Core Care Family Practice,81.57894737
,,,,,B81108,Dr A Sinha,92.85714286
,,,,,B81012,Dr Ap Kumar,100
,,,,,B81642,Dr Oz Qureshi,100
,,,,,B81697,Dr P Suresh Babu,93.5483871
,,,,,B81655,Greenlands Surgery,97.2972973
