code_April_2020,previous_practice_codes,fm_1000_code_2020,lm_1000_code_2020,fm_1000_previous_codes,lm_1000_previous_codes
A88002,A88011,01/04/2013,01/04/2022,01/04/2013,01/07/2017
A88012,A88012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88013,A88013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88014,A88014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88015,A88015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88016,A88016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88013,A88020,01/04/2013,01/04/2022,01/04/2013,01/05/2017
A88022,A88022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88023,A88023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88608,A88024,01/04/2013,01/04/2022,01/04/2013,01/04/2013
A88025,A88025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88601,A88601,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88022,A88603,01/04/2013,01/04/2022,01/04/2013,01/02/2019
A88608,A88608,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88002,A88611,01/04/2013,01/04/2022,01/04/2013,01/07/2017
A88613,A88613,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A88013,A88614,01/04/2013,01/04/2022,01/04/2013,01/04/2017
A89001,A89001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89002,A89002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89012,A89003,01/04/2013,01/04/2022,01/04/2013,01/07/2017
A89004,A89004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89005,A89005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89006,A89006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89007,A89007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89008,A89008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89009,A89009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89010,A89010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89011,A89011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89012,A89012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89013,A89013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89040,A89014,01/04/2013,01/04/2022,01/04/2013,01/10/2017
A89015,A89015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89016,A89016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89017,A89017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89018,A89018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89019,A89019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89020,A89020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89021,A89021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89022,A89022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89023,A89023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89024,A89024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89025,A89025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89026,A89026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89027,A89027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89028,A89028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89617,A89029,01/04/2013,01/04/2022,01/04/2013,01/10/2017
A89030,A89030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89031,A89031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89032,A89032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89034,A89034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89035,A89035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89036,A89036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89025,A89038,01/04/2013,01/04/2022,01/04/2013,01/10/2016
A89040,A89040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89041,A89041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89032,A89042,01/04/2013,01/04/2022,01/04/2013,01/10/2017
A89603,A89603,01/04/2013,01/09/2019,01/04/2013,01/09/2019
A89604,A89604,01/04/2013,01/04/2020,01/04/2013,01/04/2020
A89035,A89610,01/04/2013,01/04/2022,01/04/2013,01/11/2017
A89020,A89611,01/04/2013,01/04/2022,01/04/2013,01/10/2016
A89002,A89612,01/04/2013,01/04/2022,01/04/2013,01/05/2018
A89614,A89614,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89616,A89616,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89617,A89617,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89040,A89618,01/04/2013,01/04/2022,01/04/2013,01/07/2014
A89026,A89620,01/04/2013,01/04/2022,01/04/2013,01/04/2018
A89025,A89621,01/04/2013,01/04/2022,01/04/2013,01/10/2016
A89623,A89623,01/04/2013,01/04/2022,01/04/2013,01/04/2022
A89026,A89624,01/04/2013,01/04/2022,01/04/2013,01/04/2018
B81002,B81002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81003,B81003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81004,B81004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81005,B81005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81006,B81006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81007,B81007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81008,B81008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81009,B81009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81010,B81010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81011,B81011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81012,B81012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81013,B81013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81014,B81014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81015,B81015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81016,B81016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81017,B81017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81018,B81018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81039,B81019,01/04/2013,01/04/2022,01/04/2013,01/04/2016
B81020,B81020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81048,B81021,01/04/2013,01/04/2022,01/04/2013,01/12/2018
B81022,B81022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81023,B81023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81024,B81024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81025,B81025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81026,B81026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81027,B81027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81029,B81029,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81030,B81030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81031,B81031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81032,B81032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81034,B81034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81035,B81035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81036,B81036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81037,B81037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81038,B81038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81039,B81039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81040,B81040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81041,B81041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81042,B81042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81043,B81043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81061,B81044,01/04/2013,01/04/2022,01/04/2013,01/10/2015
B81045,B81045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81046,B81046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81047,B81047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81048,B81048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81048,B81049,01/04/2013,01/04/2022,01/04/2013,01/02/2019
B81025,B81050,01/04/2013,01/04/2022,01/04/2013,01/05/2019
B81051,B81051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81052,B81052,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81048,B81053,01/04/2013,01/04/2022,01/04/2013,01/05/2019
B81054,B81054,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81055,B81055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81048,B81056,01/04/2013,01/04/2022,01/04/2013,01/04/2019
B81027,B81057,01/04/2013,01/04/2022,01/04/2013,01/06/2017
B81058,B81058,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81060,B81060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81061,B81061,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81025,B81062,01/04/2013,01/04/2022,01/04/2013,01/05/2019
B81063,B81063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81064,B81064,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81065,B81065,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81011,B81066,01/04/2013,01/04/2022,01/04/2013,01/07/2019
B81068,B81068,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81069,B81069,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81070,B81070,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81048,B81072,01/04/2013,01/04/2022,01/04/2013,01/04/2016
B81074,B81074,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81075,B81075,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81077,B81077,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81008,B81080,01/04/2013,01/04/2022,01/04/2013,01/07/2019
B81008,B81081,01/04/2013,01/04/2022,01/04/2013,01/07/2017
B81082,B81082,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81101,B81084,01/04/2013,01/04/2022,01/04/2013,01/11/2017
B81085,B81085,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81087,B81087,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81088,B81088,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81074,B81089,01/04/2013,01/04/2022,01/04/2013,01/06/2018
B81090,B81090,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81091,B81091,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81092,B81092,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81631,B81094,01/04/2013,01/04/2022,01/04/2013,01/05/2017
B81095,B81095,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81097,B81097,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81098,B81098,01/04/2013,01/10/2014,01/04/2013,01/10/2014
B81099,B81099,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81100,B81100,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81101,B81101,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81104,B81104,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81108,B81108,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81109,B81109,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81112,B81112,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81113,B81113,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81118,B81118,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81119,B81119,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81101,B81120,01/04/2013,01/04/2022,01/04/2013,01/10/2016
B81101,B81121,01/04/2013,01/04/2022,01/04/2013,01/01/2018
B81602,B81602,01/04/2013,01/11/2019,01/04/2013,01/11/2019
B81603,B81603,01/04/2013,01/05/2020,01/04/2013,01/05/2020
B81606,B81606,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81616,B81616,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81617,B81617,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81619,B81619,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81620,B81620,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81101,B81622,01/04/2013,01/04/2022,01/04/2013,01/07/2016
B81628,B81628,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81631,B81631,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81112,B81634,01/04/2013,01/04/2022,01/04/2013,01/04/2016
B81635,B81635,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81642,B81642,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81008,B81644,01/04/2013,01/04/2022,01/04/2013,01/07/2016
B81645,B81645,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81647,B81647,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81648,B81648,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81653,B81653,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81655,B81655,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81656,B81656,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81658,B81658,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81663,B81663,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81664,B81664,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81665,B81665,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81666,B81666,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81008,B81674,01/04/2013,01/04/2022,01/04/2013,01/01/2016
B81675,B81675,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B81677,B81677,01/04/2013,01/09/2020,01/04/2013,01/09/2020
B81024,B81679,01/04/2013,01/04/2022,01/04/2013,01/04/2014
B81008,B81682,01/04/2013,01/04/2022,01/04/2013,01/12/2017
B81027,B81683,01/04/2013,01/04/2022,01/04/2013,01/06/2017
B81018,B81685,01/04/2013,01/04/2022,01/04/2013,01/01/2017
B81118,B81686,01/04/2013,01/04/2022,01/04/2013,01/04/2015
B81688,B81688,01/04/2013,01/11/2020,01/04/2013,01/11/2020
B81087,B81689,01/04/2013,01/04/2022,01/04/2013,01/01/2017
B81112,B81690,01/04/2013,01/04/2022,01/04/2013,01/04/2016
B81017,B81692,01/04/2013,01/04/2022,01/04/2013,01/10/2017
B81039,B81693,01/04/2013,01/04/2022,01/04/2013,01/05/2018
B81697,B81697,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82038,B82001,01/04/2013,01/04/2022,01/04/2013,01/06/2018
B82002,B82002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82083,B82003,01/04/2013,01/04/2022,01/04/2013,01/07/2016
B82004,B82004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82005,B82005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82083,B82006,01/04/2013,01/04/2022,01/04/2013,01/07/2016
B82007,B82007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82008,B82008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82010,B82010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82011,B82011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82012,B82012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82013,B82013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82014,B82014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82016,B82016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82017,B82017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82018,B82018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82019,B82019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82020,B82020,01/04/2013,01/11/2021,01/04/2013,01/11/2021
B82021,B82021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82022,B82022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82023,B82023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82024,B82024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82025,B82025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82026,B82026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82027,B82027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82028,B82028,01/04/2013,01/11/2021,01/04/2013,01/11/2021
B82029,B82029,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82030,B82030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82031,B82031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82032,B82032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82033,B82033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82034,B82034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82035,B82035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82036,B82036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82037,B82037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82038,B82038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82041,B82041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82042,B82042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82083,B82043,01/04/2013,01/04/2022,01/04/2013,01/04/2014
B82044,B82044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82045,B82045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82046,B82046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82047,B82047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82083,B82048,01/04/2013,01/04/2022,01/04/2013,01/10/2014
B82049,B82049,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82050,B82050,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82053,B82053,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82054,B82054,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82026,B82055,01/04/2013,01/04/2022,01/04/2013,01/04/2015
B82038,B82056,01/04/2013,01/04/2022,01/04/2013,01/01/2014
B82057,B82057,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82088,B82058,01/04/2013,01/04/2022,01/04/2013,01/04/2014
B82059,B82059,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82060,B82060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82061,B82061,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82062,B82062,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82063,B82063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82064,B82064,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82066,B82066,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82067,B82067,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82068,B82068,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82069,B82069,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82071,B82071,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82072,B82072,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82073,B82073,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82074,B82074,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82075,B82075,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82027,B82076,01/04/2013,01/04/2022,01/04/2013,01/04/2015
B82077,B82077,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82078,B82078,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82079,B82079,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82080,B82080,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82081,B82081,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82098,B82082,01/04/2013,01/04/2022,01/04/2013,01/10/2014
B82083,B82083,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82086,B82086,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82088,B82088,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82091,B82091,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82038,B82092,01/04/2013,01/04/2022,01/04/2013,01/06/2018
B82100,B82095,01/04/2013,01/04/2022,01/04/2013,01/10/2016
B82097,B82097,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82098,B82098,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83624,B82099,01/04/2013,01/04/2022,01/04/2013,01/07/2015
B82100,B82100,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82101,B82101,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82103,B82103,01/04/2013,01/07/2020,01/04/2013,01/07/2020
B82104,B82104,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82105,B82105,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82106,B82106,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82609,B82609,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82038,B82611,01/04/2013,01/04/2022,01/04/2013,01/06/2018
B82619,B82619,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82622,B82622,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B82013,B82627,01/04/2013,01/04/2022,01/04/2013,01/10/2014
B82628,B82628,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83002,B83002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83005,B83005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83006,B83006,01/04/2013,01/11/2021,01/04/2013,01/11/2021
B83007,B83007,01/04/2013,01/10/2019,01/04/2013,01/10/2019
B83008,B83008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83009,B83009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83010,B83010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83653,B83011,01/04/2013,01/04/2022,01/04/2013,01/05/2019
B83012,B83012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83013,B83013,01/04/2013,01/04/2019,01/04/2013,01/04/2019
B83014,B83014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83015,B83015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83016,B83016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83017,B83017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83018,B83018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83019,B83019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83020,B83020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83021,B83021,01/04/2013,01/12/2021,01/04/2013,01/12/2021
B83022,B83022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83023,B83023,01/04/2013,01/12/2021,01/04/2013,01/12/2021
B83025,B83025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83026,B83026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83027,B83027,01/04/2013,01/11/2021,01/04/2013,01/11/2021
B83028,B83028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83029,B83029,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83030,B83030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83031,B83031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83032,B83032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83033,B83033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83034,B83034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83035,B83035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83037,B83037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83038,B83038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83039,B83039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83040,B83040,01/04/2013,01/06/2020,01/04/2013,01/06/2020
B83041,B83041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83042,B83042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83052,B83043,01/04/2013,01/04/2022,01/04/2013,01/04/2018
B83041,B83044,01/04/2013,01/04/2022,01/04/2013,01/12/2017
B83045,B83045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83049,B83049,01/04/2013,01/11/2021,01/04/2013,01/11/2021
B83045,B83050,01/04/2013,01/04/2022,01/04/2013,01/04/2018
B83051,B83051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83052,B83052,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83054,B83054,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83055,B83055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83056,B83056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83058,B83058,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83061,B83061,01/04/2013,01/11/2021,01/04/2013,01/11/2021
B83062,B83062,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83063,B83063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83064,B83064,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83067,B83067,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83614,B83069,01/04/2013,01/04/2022,01/04/2013,01/02/2018
B83052,B83070,01/04/2013,01/04/2022,01/04/2013,01/01/2018
B83012,B83071,01/04/2013,01/04/2022,01/04/2013,01/04/2016
B83602,B83602,01/04/2013,01/01/2022,01/04/2013,01/01/2022
B83604,B83604,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83611,B83611,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83628,B83613,01/04/2013,01/04/2022,01/04/2013,01/02/2018
B83614,B83614,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83617,B83617,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83620,B83620,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83621,B83621,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83622,B83622,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83624,B83624,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83626,B83626,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83627,B83627,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83628,B83628,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83629,B83629,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B86028,B83631,01/04/2013,01/04/2022,01/04/2013,01/07/2016
B83611,B83638,01/04/2013,01/04/2022,01/04/2013,01/06/2019
B83641,B83641,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83642,B83642,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83653,B83653,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83657,B83657,01/04/2013,01/04/2022,01/04/2013,01/04/2022
B83659,B83659,01/04/2013,01/04/2022,01/04/2013,01/04/2022
