"Practice.Code","Year_Closure","Year","NHS.England..Region..code","NHS.England..Region..Name","CCG.Code","CCG.NAME","Practice.Name","Practice.Address","Practice.Postcode","Practice.Open.Date","Practice.Close.Date","Contract.Type","Dispensing.Practice","Quarter.used.for.patient.data","Number.of.Registered.Patients..Last.Known.Figure.","Number.of.Weighted.Patients..Last.Known.Figure.","Average.payments.per.registered.patient","Average.payments.per.weighted.patient","Global.Sum","MPIG.Correction.factor","Premises.Payments","Seniority","Doctors.Retainer.Scheme.Payments","Total.Locum.Allowances","Prolonged.Study.Leave","Appraisal.Costs","PCO.Admin.Other","Total.QOF.Payments","Alcohol","Childhood.Vaccination.and.Immunisation.Scheme","GP.Extended.Hours.Access","Facilitating.Timely.Diagnosis.and.Support.for.People.with.Dementia","Improving.Patient.Online.Access","Influenza.and.Pneumococcal.Immunisations","Learning.Disabilities","Minor.Surgery","Patient.Participation","Remote.Care.Monitoring","Risk.Profiling.and.Case.Management","Rotavirus.and.Shingles.Immunisation","Services.for.Violent.Patients","Unplanned.Admissions","Total.National.Enhanced.Services","Total.Local.Enhanced.Services","Information.Management.and.Technology","Balance.of.PMS.Expenditure","Non.DES.Item.Pneumococcal.Vaccine..Childhood.Immunisation.Main.Programme","Prescribing.Fee.Payments","Dispensing.Fee.Payments","Reimbursement.of.Drugs","Other.Payments","Total.NHS.Payments.to.General.Practice","Deductions.for.Pensions..Levies.and.Prescription.Charge.Income","Total.NHS.Payments.to.General.Practice.Minus.Deductions","Out.Of.Area.in.Hours.Urgent.Care","Meningitis","LocalEnhancedServices_NHAIS_","LocalEnhancedServices_ISFE_","General.Practice.Forward.View","Pertussis","Total.Local.Incentive.Schemes","PCN.Name","PCN.Participation","PCN.Leadership","PCN.Support","PCN.Extended.Hours.Access","PCN.Workforce","PCN.Investment.and.impact.Fund","PCN.Care.Home.Premium","Covid.Immunisation","Covid.Support.and.Expansion","Average.payments.per.registered.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.weighted.patient.including.PCN.Workforce..Leadership.and.Support","Average.payments.per.registered.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Average.payments.per.weighted.patient.including.covid.vaccination.and.covid.support.and.expansion.payments","Total.COVID.Payments","Total.PCN.Payments","Medical.Assessment.Reviews","Weight.Management.Service","General.Practice.Transformation","winter.Access.Fund","Long.Covid","Average.payments.per.registered.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Average.payments.per.weighted.patient.including.covid.vaccination..covid.support.and.long.covid.payments","Sub.ICB.NAME","Local.Incentive.Schemes","Appraisal...Appraiser.Costs.in.Respect.of.Locums","PCN.Enhanced.Access","ICB.NAME","Practice.Type","Practice.Rurality","Atypical.Characteristics","PCN.Code","Total.Global.Sum","Total.IT.Premises","Total.PCO","Total.Contracted.Services","Total.Prescribing","Total.COVID","IMD","IMD_quintile"
"A83004",2019,2016,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","00D","NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","Avenue Family Pratice","Deneside Medical Centre The Avenue Deneside Seaham County Durham","SR7 8LF","","","PMS","No","Q2",3679,4121.562173,154.37,137.8,0,0,59756.21,0,0,0,0,0,0,57459.07,0,6851.51,7006.27,6299.72,0,5348,2436,8111.73,1338.84,0,0,466.04,0,10399.38,153.4,169.78,0,298374.54,525.7,0,0,26744.04,75891.96,567935.19,-94516.2,473418.99,0,603,169.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,298374.54,59756.21,75891.96,49709.37,26744.04,0,32.0063884625,4
"A83004",2019,2020,"Y63","NORTH EAST AND YORKSHIRE COMMISSIONING REGION","00D","NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","AVENUE FAMILY PRATICE","DENESIDE MEDICAL CENTRE THE AVENUE DENESIDE SEAHAM COUNTY DURHAM","SR7  8LF","01/12/1992","01/10/2019","PMS","No",NA,3812.5,4307.07,83.81,74.19,0,0,35258.79,0,0,0,0,0,3163,39171.47,NA,3138.36,3632.8,NA,NA,205.8,2800,4587.44,NA,NA,NA,392.34,0,NA,NA,NA,0,184285.83,325.56,915.2,0,2671.51,15765.27,319524.74,-38070.72,281454.02,0,623.72,NA,NA,0,109.62,18673,"Unknown or no PCN",3805.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","| Part year of data |","Unknown or no PCN",184285.83,35258.79,22733.3,34488.64,3586.71,0,32.06122994,4
"A83004",2019,2019,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","00D","NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","AVENUE FAMILY PRATICE","DENESIDE MEDICAL CENTRE THE AVENUE DENESIDE SEAHAM COUNTY DURHAM","SR7  8LF","01/12/1992"," ","PMS","No",NA,3823,4321.07,160.26,141.79,0,0,58465.48,0,0,0,0,0,2689,55143.55,NA,7495.86,7268.45,NA,NA,7908.6,4480,13012.45,NA,NA,NA,904.1,0,NA,NA,NA,0,365792.69,630.84,3357.26,0,12412.72,48998.55,612682.51,-94511.45,518171.06,0,1232.18,NA,NA,0,333.2,22557.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","",NA,365792.69,58465.48,51687.55,65823.26,15769.98,0,32.06122994,4
"A83004",2019,2018,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","00D","NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","AVENUE FAMILY PRATICE","DENESIDE MEDICAL CENTRE THE AVENUE DENESIDE SEAHAM COUNTY DURHAM","SR7  8LF","01/12/1992","","PMS","No","Q4",3835,4359.71,159.84,140.6,0,0,56859.59,0,0,0,0,0,3845,52513.31,NA,8531.48,7205.75,0,NA,7369.6,5192,12791.9,NA,NA,NA,705.6,0,2889.04,NA,24530.4,0,349293.51,450.6,3372.53,0,11248.61,64347.74,612979.26,27576.7,640555.96,0,1636.6,NA,NA,0,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","",NA,349293.51,56859.59,68192.74,71498.97,14621.14,0,32.0429494475,4
"A83004",2019,2015,"Q45","Durham, Darlington and Tees","00D","Durham Dales, Easington and Sedgefield","Avenue Family Pratice","Deneside Medical Centre The Avenue Deneside Seaham County Durham","SR7 8LF","-","-","PMS","No","Q2",3705,4133,160.42,143.8,0,0,56622,18673,0,0,0,1070,0,55406,0,10981,7083,9105,2036,6203,2367,5270,4129,0,2778,772,0,7996,559,373,0,375067,1006,7646,0,19098,128,594366,-42605,551761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,375067,56622,19871,60658,26744,0,31.98810797,4
"A83603",2020,2021,"Y63","NORTH EAST AND YORKSHIRE COMMISSIONING REGION","84H","NHS COUNTY DURHAM CCG","OXFORD ROAD MEDICAL PRACTICE","THE SURGERY OXFORD ROAD SPENNYMOOR COUNTY DURHAM ","DL16 6BQ","01/04/1974","","UNKNOWN","Unknown",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,72.43,72.43,0,72.43,0,0,NA,NA,0,0,0,"SEDGEFIELD NORTH PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Missing","| No registered patients |","U12365",0,0,72.43,0,0,0,27.38251564,4
"A83603",2020,2016,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","00D","NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","Roy Dv","The Surgery Oxford Road Spennymoor County Durham ","DL166YQ","","","PMS","No","Q2",2756,2981.540627,134.78,124.58,0,0,31500,0,0,0,0,0,0,53348.21,0,5281.8,0,2167.42,0,3361.6,0,3572.91,0,0,0,374.36,0,8981.45,0,53.69,0,214291.59,270.36,1738.4,0,5673.7,40781.05,371441.1,-40680.36,330760.74,0,44.56,53.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,214291.59,31500,40781.05,24108.15,7412.1,0,26.9279945425,4
"A83603",2020,2017,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","00D","NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","ROY DV","THE SURGERY OXFORD ROAD SPENNYMOOR COUNTY DURHAM ","DL16 6YQ","31/05/1994","","PMS","No","Q4",2704,2947.12,149.14,136.84,0,0,36579.76,0,0,0,0,0,0,46035.52,NA,4510.73,0,293.55,NA,6643.88,4408,3793.46,NA,NA,NA,635,0,5748.75,308.92,3496.24,0,225745.66,796.06,2324.6,0,7122.69,53502.94,403276.8,-27197.68,376079.12,0,1331.04,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","",NA,225745.66,36579.76,53502.94,31965.63,9447.29,0,27.079501575,4
"A83603",2020,2018,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","00D","NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","ROY DV","THE SURGERY OXFORD ROAD SPENNYMOOR COUNTY DURHAM ","DL16 6YQ","31/05/1994","","PMS","No","Q4",2635,2905.13,146.43,132.81,0,0,29690.08,1559.7,0,0,0,0,3845,46348.22,NA,5483.7,0,0,NA,5674.2,3220,3484.69,NA,NA,NA,470.4,0,4190.34,NA,16722.4,0,236293.89,225.3,2072.93,0,6315.47,19185.55,385840.27,-49225.66,336614.61,0,793.8,NA,NA,0,264.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","",NA,236293.89,29690.08,24590.25,40529.43,8388.4,0,27.2310086075,4
"A83603",2020,2015,"Q45","Durham, Darlington and Tees","00D","Durham Dales, Easington and Sedgefield","Roy Dv","The Surgery Oxford Road Spennymoor County Durham ","DL166YQ","-","-","PMS","No","Q2",2756,2938,152.45,143.02,0,0,27636,9481,0,0,0,0,0,43225,0,5413,1306,1121,1755,3522,817,6501,0,0,2034,31,0,5932,26,115,0,240046,511,1382,0,5951,63360,420164,28025,448189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,240046,27636,72841,29084,7333,0,26.77648751,4
"A83603",2020,2020,"Y63","NORTH EAST AND YORKSHIRE COMMISSIONING REGION","00D","NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","ROY DV","THE SURGERY OXFORD ROAD SPENNYMOOR COUNTY DURHAM ","DL16 6YQ","31/05/1994","10/02/2020","PMS","No",NA,2584.5,2862.7,153.98,139.01,0,0,34366.41,0,0,41790.8,0,0,2005,40867.95,NA,0,0,NA,NA,506.82,420,2337.83,NA,NA,NA,251.5,0,NA,NA,NA,0,245972.37,231.14,610.3,0,1888.92,6082.9,397952.21,-5639.43,392312.78,0,462.76,NA,NA,0,109.88,15368,"SEDGEFIELD 2 PCN",4679.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","| Part year of data |","U12365",245972.37,34366.41,54558.33,19687.93,2499.22,0,27.38251564,4
"A83603",2020,2019,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","00D","NHS DURHAM DALES, EASINGTON AND SEDGEFIELD CCG","ROY DV","THE SURGERY OXFORD ROAD SPENNYMOOR COUNTY DURHAM ","DL16 6YQ","31/05/1994"," ","PMS","No",NA,2636.75,2912.04,149.44,135.31,0,0,38394.69,4636.93,0,0,0,0,2008,43802.78,NA,3560.12,0,NA,NA,4890.2,3080,5690.19,NA,NA,NA,512.28,0,NA,NA,NA,0,246883.06,300.4,2153.85,0,7196.55,14707.02,394036.19,-8688.46,385347.73,0,711.66,NA,NA,0,166.6,15341.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","",NA,246883.06,38394.69,21351.95,34253.31,9350.4,0,27.38251564,4
"A84613",2016,2016,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","00L","NHS NORTHUMBERLAND CCG","Harbottle Surgery","Harbottle Surgery The Village Hall Harbottle Morpeth Northumberland","NE657DG","","28/08/2015","PMS","Yes","Q2",834,1186.76756,220.03,154.63,0,0,2220,0,0,0,12500,0,0,16052.52,0,-670.28,1172.79,1347.25,0,1274.3,143.6,2241.51,291.96,0,0,0,0,2324.82,0,10151.99,0,37886.1,0,0,28148.8,61173.98,7244.8,183504.14,-4588.85,178915.29,0,0,4202.53,5949.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,37886.1,2220,19744.8,18277.94,89322.78,0,18.69552842,3
"A84613",2016,2017,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","00L","NHS NORTHUMBERLAND CCG","HARBOTTLE SURGERY","HARBOTTLE SURGERY VILLAGE HALL,HARBOTTLE MORPETH NORTHUMBERLAND ","NE65 7DG","01/07/1990","31/12/2016","PMS","UNKNOWN","N/A",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,870.11,0,0,0,0,0,870.11,0,870.11,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Rural","| Part year of data | No registered patients |",NA,870.11,0,0,0,0,0,18.69552842,2
"A84613",2016,2015,"Q49","Cumbria, Northumberland, Tyne and Wear","00L","Northumberland","Harbottle Surgery","Harbottle Surgery The Village Hall Harbottle Morpeth Northumberland","NE657DG","-","-","PMS","Yes","Q2",815,1143,410.69,292.72,0,1250,3728,0,0,0,30000,0,0,20512,0,556,1156,292,1209,2155,817,6408,880,0,592,229,0,1744,0,2524,0,87556,0,0,45775,113917,13416,334716,-13297,321419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,88806,3728,43416,18562,159692,0,18.69552842,3
"A85609",2020,2021,"Y63","NORTH EAST AND YORKSHIRE COMMISSIONING REGION","13T","NHS NEWCASTLE GATESHEAD CCG","108 RAWLING ROAD(RAWLING ROAD PRACTICE)","108 RAWLING ROAD BENSHAM GATESHEAD TYNE & WEAR ","NE8  4QR","01/04/1974","","UNKNOWN","Unknown",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,561.11,561.11,0,561.11,0,0,NA,NA,0,0,0,"GATESHEAD CENTRAL SOUTH PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","| No registered patients |","U91254",0,0,561.11,0,0,0,28.27899936,4
"A85609",2020,2017,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","13T","NHS NEWCASTLE GATESHEAD CCG","DR MUTHU KRISHNAN","108 RAWLING ROAD BENSHAM GATESHEAD TYNE AND WEAR ","NE8  4QR","01/04/1975","","GMS","No","Q4",1568,1814.59,142.45,123.09,136198.02,0,28051.04,0,0,0,0,0,13826.54,14855.06,NA,3031.74,2241.54,336.96,NA,5321.4,0,0,NA,NA,NA,338.68,0,636.97,19.6,7332.22,0,0,0,808.29,0,9126.92,856.51,223353.81,-98.16,223255.65,0,372.32,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","",NA,136198.02,28051.04,14683.05,19631.43,9935.21,0,26.94312119,4
"A85609",2020,2020,"Y63","NORTH EAST AND YORKSHIRE COMMISSIONING REGION","13T","NHS NEWCASTLE GATESHEAD CCG","DR MUTHU KRISHNAN","108 RAWLING ROAD BENSHAM GATESHEAD TYNE AND WEAR ","NE8  4QR","01/04/1975","02/02/2020","GMS","No",NA,1503.75,1716.56,130.09,113.96,125979.46,0,20977.83,0,0,0,0,0,1408,17897.57,NA,0,0,NA,NA,2242.34,0,0,NA,NA,NA,160.96,0,NA,NA,NA,0,0,135.18,680.15,0,10017.5,6936.47,195621,-480.46,195140.54,0,301.8,NA,NA,0,59.84,6436.39,"GATESHEAD CENTRAL SOUTH PCN",2387.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","| Part year of data |","U91254",125979.46,20977.83,10731.98,9336.51,10697.65,0,28.27899936,4
"A85609",2020,2016,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","13T","NHS NEWCASTLE GATESHEAD CCG","Dr Muthu Krishnan","108 Rawling Road Bensham Gateshead Tyne And Wear ","NE8 4QR","","","GMS","No","Q2",1627,1849.506247,120.06,105.62,130838.34,0,24089.3,0,0,0,0,0,0,23058.11,0,1814.2,0,56.14,0,206.28,0,0,0,0,0,91.68,0,2181.2,15.34,621.71,0,0,0,1065.6,0,11294.11,0,195339.65,0,195339.65,0,7.64,621.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,130838.34,24089.3,0,4994.19,12359.71,0,26.275182105,4
"A85609",2020,2018,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","13T","NHS NEWCASTLE GATESHEAD CCG","DR MUTHU KRISHNAN","108 RAWLING ROAD BENSHAM GATESHEAD TYNE AND WEAR ","NE8  4QR","01/04/1975","","GMS","No","Q4",1582,1862.73,141.52,120.19,146038.44,0,20711.24,0,0,0,0,0,7059.28,20749.78,NA,1748.22,2983.02,0,NA,2724.4,256,0,NA,NA,NA,186.2,0,-4271.94,NA,10591.76,0,0,0,995.65,0,10736.41,2906.05,223890.15,-585.18,223304.97,0,294,NA,NA,122.84,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","",NA,146038.44,20711.24,10088.17,14570.46,11732.06,0,27.611060275,4
"A85609",2020,2019,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","13T","NHS NEWCASTLE GATESHEAD CCG","DR MUTHU KRISHNAN","108 RAWLING ROAD BENSHAM GATESHEAD TYNE AND WEAR ","NE8  4QR","01/04/1975"," ","GMS","No",NA,1573.5,1827.76,150.33,129.42,155581.31,0,23277.33,0,0,4103.04,0,0,1571.2,22518.95,NA,184.7,745.28,NA,NA,2832.2,0,0,NA,NA,NA,210.48,0,NA,NA,NA,0,0,45.06,978.38,0,11556.02,5158.66,236545.88,-591,235954.88,0,220.02,NA,NA,144.41,68.6,7350.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","",NA,155581.31,23277.33,10977.31,11656.58,12534.4,0,28.27899936,4
"A85609",2020,2015,"Q49","Cumbria, Northumberland, Tyne and Wear","00F","Gateshead","Dr Muthu Krishnan","108 Rawling Road Bensham Gateshead Tyne And Wear ","NE8 4QR","-","-","GMS","No","Q2",1681,1923,118.11,103.23,132254,0,29153,0,0,0,0,0,0,20271,0,2066,836,0,0,0,0,-637,0,0,1303,0,0,2183,0,0,0,0,0,1143,0,9965,0,198538,0,198538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,132254,29153,0,5751,11108,0,25.60724302,3
"A87014",2019,2020,"Y63","NORTH EAST AND YORKSHIRE COMMISSIONING REGION","99C","NHS NORTH TYNESIDE CCG","EARSDON PARK MEDICAL PRACTICE","SHIREMOOR RESOURCE CENTRE EARSDON ROAD, SHIREMOOR NEWCASTLE UPON TYNE TYNE & WEAR ","NE27 0HJ","01/04/1974","30/04/2019","UNKNOWN","UNKNOWN",NA,0,0,NA,NA,0,0,45468.54,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,45468.54,0,45468.54,0,0,NA,NA,0,0,0,"Unknown or no PCN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","| Part year of data || No registered patients |","Unknown or no PCN",0,45468.54,0,0,0,0,22.11165344,3
"A87014",2019,2018,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","99C","NHS NORTH TYNESIDE CCG","EARSDON PARK PRACTICE","SHIREMOOR RESOURCE CENTRE EARSDON ROAD SHIREMOOR NEWCASTLE UPON TYNE ","NE27 0HJ","16/08/1976","","APMS","No","Q4",3610,3485.91,211.21,218.73,521699.4,0,124431.46,0,0,0,0,91.74,0,45153.92,NA,14485.18,6428.19,0,NA,6183.8,0,631.82,NA,NA,NA,480.2,0,0,NA,16267.82,0,0,195.26,3030.99,0,17490.18,3417.38,762482.54,-46737.93,715744.61,0,1450.4,NA,NA,741,303.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","| Large decrease in patient numbers |",NA,521699.4,124431.46,4250.12,46426.47,20521.17,0,22.11165344,3
"A87014",2019,2017,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","99C","NHS NORTH TYNESIDE CCG","EARSDON PARK PRACTICE","SHIREMOOR RESOURCE CENTRE EARSDON ROAD SHIREMOOR NEWCASTLE UPON TYNE ","NE27 0HJ","16/08/1976","","APMS","No","Q4",4467,4725.02,190.89,180.47,615780,0,137073.95,0,0,0,0,0,0,38862.35,NA,597.8,0,1677.44,NA,5991.92,0,1128.25,NA,NA,NA,689.48,0,0,58.8,21054.81,0,0,871.16,3249.37,0,19596.51,5372.17,852719.41,-33621.69,819097.72,0,715.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","",NA,615780,137073.95,5372.17,32785.06,22845.88,0,22.11165344,3
"A87014",2019,2016,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","99C","NHS NORTH TYNESIDE CCG","Earsdon Park Practice","Shiremoor Resource Centre Earsdon Road Shiremoor Newcastle Upon Tyne ","NE270HJ","","","APMS","No","Q2",4241,4513.023728,151.81,142.66,538150,0,130969.33,0,0,0,0,0,0,41567.57,0,573,0,0,0,4668.04,348,270.78,473.26,0,0,679.96,0,0,245.44,2258.56,0,0,841.12,2718.82,0,16054.27,-95985.76,643842.15,-32817.52,611024.63,0,9.76,2258.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,538150,130969.33,-95985.76,10367.92,18773.09,0,22.11165344,3
"A87014",2019,2019,"Q74","NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST)","99C","NHS NORTH TYNESIDE CCG","EARSDON PARK MEDICAL PRACTICE","SHIREMOOR RESOURCE CENTRE EARSDON ROAD, SHIREMOOR NEWCASTLE UPON TYNE TYNE & WEAR ","NE27 0HJ","01/04/1974"," ","UNKNOWN","UNKNOWN",NA,0,0,0,0,2135.56,0,72102.12,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,78237.68,0,78237.68,0,0,NA,NA,0,0,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria","GP practice","Urban","| No registered patients |",NA,2135.56,72102.12,0,4000,0,0,22.11165344,3
"A87014",2019,2015,"Q49","Cumbria, Northumberland, Tyne and Wear","99C","North Tyneside","Earsdon Park Practice","Shiremoor Resource Centre Earsdon Road Shiremoor Newcastle Upon Tyne ","NE270HJ","-","-","APMS","No","Q2",4343,4748,186.92,170.99,0,0,120535,0,0,0,0,0,0,37496,0,703,2002,2115,0,6949,1226,0,0,0,0,710,0,5653,23,2554,0,615780,0,0,0,16050,0,811795,-34589,777206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North East and North Cumbria",NA,NA,NA,NA,615780,120535,0,21935,16050,0,22.11165344,3
