"Practice.Code","Year","location_name","service_population_group","domain","latest_rating","inherited_rating_y_n","IMD","IMD_quintile","ICB_NAME"
"A85616",2022,"Hollyhurst Medical Centre","Overall","Overall","Good","N",20.12720209,2,"North East and North Cumbria"
"A85617",2016,"Sunniside Surgery","Overall","Overall","Good","N",15.1289970075,2,"North East and North Cumbria"
"A86003",2016,"Saville Medical Group","Overall","Overall","Good","N",25.9833953575,4,"North East and North Cumbria"
"A86004",2016,"Prospect Medical Group","Overall","Overall","Good","N",40.7302953275,5,"North East and North Cumbria"
"A86005",2019,"West Farm Surgery","Overall","Overall","Good","N",25.43893875,4,"North East and North Cumbria"
"A86006",2016,"Roseworth Surgery","Overall","Overall","Good","N",13.2092327375,2,"North East and North Cumbria"
"A86007",2022,"Avenue Medical Practice","Overall","Overall","Good","N",10.20541899,1,"North East and North Cumbria"
"A86008",2023,"The Park Medical Group","Overall","Overall","Good","N",22.28173869,3,"North East and North Cumbria"
"A86010",2015,"Biddlestone Health Group","Overall","Overall","Good","N",16.53094906,2,"North East and North Cumbria"
"A86011",2018,"Walker Medical Group","Overall","Overall","Good","N",50.8336409275,5,"North East and North Cumbria"
"A86012",2019,"West Road Medical Centre","Overall","Overall","Outstanding","N",40.09562512,5,"North East and North Cumbria"
"A86013",2018,"Denton Park Medical Group","Overall","Overall","Good","N",35.179838005,5,"North East and North Cumbria"
"A86016",2016,"Dr Sprake & Partners","Overall","Overall","Good","N",14.456314395,2,"North East and North Cumbria"
"A86017",2019,"Dr Pilkington and Partners","Overall","Overall","Good","N",49.06542295,5,"North East and North Cumbria"
"A86018",2015,"The Grove Medical Group","Overall","Overall","Good","N",10.30102504,1,"North East and North Cumbria"
"A86020",2016,"Jesmond Health Partnership","Overall","Overall","Good","N",8.30399645825,1,"North East and North Cumbria"
"A86021",2016,"Holmside Medical Group","Overall","Overall","Good","N",36.0818852775,5,"North East and North Cumbria"
"A86022",2023,"Parkway Medical Group","Overall","Overall","Good","N",20.75089697,2,"North East and North Cumbria"
"A86023",2015,"Benfield Park Medical Group","Overall","Overall","Good","N",31.96538634,5,"North East and North Cumbria"
"A86024",2022,"Heaton Road Surgery","Overall","Overall","Good","N",39.59174729,5,"North East and North Cumbria"
"A86025",2016,"Westerhope Medical Group","Overall","Overall","Good","N",37.149821035,5,"North East and North Cumbria"
"A86026",2020,"Drs Joughin, Jones, Blaylock & Zamoyski","Overall","Overall","Good","N",29.33572562,4,"North East and North Cumbria"
"A86027",2021,"Newcastle Medical Centre","Overall","Overall","Good","N",23.11119474,3,"North East and North Cumbria"
"A86028",2017,"Regent Medical Centre","Overall","Overall","Good","N",17.687211975,3,"North East and North Cumbria"
"A86029",2018,"Thornfield Medical Group","Overall","Overall","Outstanding","N",37.467857715,5,"North East and North Cumbria"
"A86030",2018,"Betts Avenue Medical Group","Overall","Overall","Good","N",39.94065442,5,"North East and North Cumbria"
"A86031",2018,"Fenham Hall Surgery","Overall","Overall","Good","N",34.10454896,5,"North East and North Cumbria"
"A86033",2018,"Brunton Park Health Centre","Overall","Overall","Good","N",8.98295381875,1,"North East and North Cumbria"
"A86036",2016,"Gosforth Memorial Medical Centre","Overall","Overall","Outstanding","N",12.4381586625,2,"North East and North Cumbria"
"A86037",2019,"Elswick Family Practice","Overall","Overall","Good","Y",51.80747859,5,"North East and North Cumbria"
"A86038",2015,"Newburn Surgery Partnership","Overall","Overall","Good","N",28.63289175,4,"North East and North Cumbria"
"A86040",2015,"St Anthony's Health Centre","Overall","Overall","Good","N",57.35990913,5,"North East and North Cumbria"
"A86041",2016,"Drs Mears, Iqbal and Dahl","Overall","Overall","Good","N",15.465093345,2,"North East and North Cumbria"
"A86601",2019,"Denton Turret Medical Centre","Overall","Overall","Good","N",31.77981584,4,"North East and North Cumbria"
"A87002",2022,"Spring Terrace Health Centre","Overall","Overall","Good","N",29.92628672,4,"North East and North Cumbria"
"A87004",2017,"Collingwood Surgery","Overall","Overall","Outstanding","N",26.82431362,4,"North East and North Cumbria"
"A87005",2016,"Dr McManners and Partners","Overall","Overall","Outstanding","N",12.8873694925,2,"North East and North Cumbria"
"A87006",2018,"49 Marine Avenue Surgery","Overall","Overall","Good","N",11.4504891775,1,"North East and North Cumbria"
"A87007",2016,"Forest Hall Medical Group","Overall","Overall","Good","N",17.01185313,3,"North East and North Cumbria"
"A87008",2017,"Marine Avenue Medical Centre","Overall","Overall","Good","N",10.8380582,1,"North East and North Cumbria"
"A87009",2019,"Priory Medical Group","Overall","Overall","Good","N",21.77109972,3,"North East and North Cumbria"
"A87011",2023,"Beaumont Park Surgery","Overall","Overall","Good","N",9.989522663,1,"North East and North Cumbria"
"A87012",2017,"Wideopen Medical Centre","Overall","Overall","Good","N",21.882268905,3,"North East and North Cumbria"
"A87013",2016,"Bewicke Medical Centre","Overall","Overall","Good","N",31.60576204,5,"North East and North Cumbria"
"A87016",2015,"The Village Green Surgery","Overall","Overall","Outstanding","N",26.1754944,4,"North East and North Cumbria"
"A87017",2017,"Woodlands Park Health Centre","Overall","Overall","Good","N",15.591994695,2,"North East and North Cumbria"
"A87019",2017,"Nelson Medical Group","Overall","Overall","Good","Y",29.24060077,4,"North East and North Cumbria"
"A87020",2024,"Monkseaton Medical Centre","Overall","Overall","Good","N",10.09227049,1,"North East and North Cumbria"
"A87022",2024,"Northumberland Park Medical Group, Shiremoor Resource Centre","Overall","Overall","Good","N",20.89033697,2,"North East and North Cumbria"
"A87023",2017,"Bridge Medical","Overall","Overall","Good","N",21.025037045,3,"North East and North Cumbria"
"A87029",2016,"Hadrian Health Centre","Overall","Overall","Outstanding","Y",29.7331633575,4,"North East and North Cumbria"
"A87030",2019,"Redburn Park Medical Centre","Overall","Overall","Good","N",44.01188062,5,"North East and North Cumbria"
"A87600",2018,"Park Parade Surgery","Overall","Overall","Good","Y",13.7710266,2,"North East and North Cumbria"
"A87612",2019,"Wellspring Medical Practice","Overall","Overall","Good","N",18.58011393,2,"North East and North Cumbria"
"A87615",2020,"Mallard Medical Practice","Overall","Overall","Good","N",18.35943956,3,"North East and North Cumbria"
"A88001",2020,"Victoria Medical Centre","Overall","Overall","Good","N",30.3988818,4,"North East and North Cumbria"
"A88002",2016,"Farnham Medical Centre","Overall","Overall","Good","N",35.1093425825,5,"North East and North Cumbria"
"A88003",2016,"Marsden Road Health Centre","Overall","Overall","Good","N",28.66845274,4,"North East and North Cumbria"
"A88004",2016,"Mayfield Medical Centre","Overall","Overall","Good","N",32.7638429825,5,"North East and North Cumbria"
"A88005",2017,"Wenlock Road Surgery","Overall","Overall","Good","N",37.933061505,5,"North East and North Cumbria"
"A88006",2016,"Talbot Medical Centre","Overall","Overall","Good","N",37.2893697325,5,"North East and North Cumbria"
"A88008",2016,"Trinity Medical Centre","Overall","Overall","Good","N",35.68982966,5,"North East and North Cumbria"
"A88009",2019,"Dr Thorniley-Walker and Partners","Overall","Overall","Good","N",20.40025449,3,"North East and North Cumbria"
"A88010",2023,"Albert Road Surgery","Overall","Overall","Good","N",33.4981489,4,"North East and North Cumbria"
"A88013",2016,"Central Surgery","Overall","Overall","Good","N",31.3345070775,5,"North East and North Cumbria"
"A88014",2019,"West View Surgery","Overall","Overall","Good","N",38.15799107,5,"North East and North Cumbria"
"A88015",2017,"St Georges & Riverside Medical Group","Overall","Overall","Good","N",36.59597166,5,"North East and North Cumbria"
"A88016",2019,"Colliery Court Medical Group","Overall","Overall","Good","N",19.51594951,3,"North East and North Cumbria"
"A88022",2016,"The Glen Medical Group","Overall","Overall","Good","N",29.79793576,4,"North East and North Cumbria"
"A88023",2017,"Whitburn Surgery","Overall","Overall","Good","Y",16.44894689,2,"North East and North Cumbria"
"A88025",2016,"The GP Suite","Overall","Overall","Good","N",34.1967842525,5,"North East and North Cumbria"
"A88608",2017,"Ravensworth Surgery","Overall","Overall","Good","N",33.05986525,5,"North East and North Cumbria"
"A88613",2016,"Dr Zaidi & Partners, East Wing Surgery","Overall","Overall","Good","N",34.680472335,5,"North East and North Cumbria"
"A89001",2018,"Deerness Park Medical Group","Overall","Overall","Good","N",38.82248359,5,"North East and North Cumbria"
"A89002",2019,"Dr SM Bhate and Dr H El-Shakankery","Overall","Overall","Good","N",44.44218896,5,"North East and North Cumbria"
"A89004",2015,"Hetton Group Practice","Overall","Overall","Good","N",35.38869317,5,"North East and North Cumbria"
"A89005",2016,"Dr. Joseph, Dr. Herbert & Dr. Devlin","Overall","Overall","Good","N",31.3171165425,5,"North East and North Cumbria"
"A89006",2022,"Wearside Medical Practice","Overall","Overall","Good","N",34.82466859,4,"North East and North Cumbria"
"A89007",2017,"Pallion Family Practice","Overall","Overall","Good","N",30.85148808,4,"North East and North Cumbria"
"A89008",2017,"Redhouse Medical Centre","Overall","Overall","Good","N",40.503294185,5,"North East and North Cumbria"
"A89009",2020,"Herrington Medical Centre","Overall","Overall","Outstanding","N",24.69319225,4,"North East and North Cumbria"
"A89010",2019,"Dr Stephenson and Partners","Overall","Overall","Outstanding","N",26.23961715,4,"North East and North Cumbria"
"A89011",2015,"Joshi Na","Overall","Overall","Good","N",24.75572836,4,"North East and North Cumbria"
"A89012",2020,"Galleries Medical Practice","Overall","Overall","Good","N",26.33479422,4,"North East and North Cumbria"
"A89013",2021,"The New City Medical Group","Overall","Overall","Good","N",38.56377841,5,"North East and North Cumbria"
"A89015",2016,"Fulwell Medical Centre","Overall","Overall","Good","N",13.1857190525,2,"North East and North Cumbria"
"A89016",2019,"St Bede Medical Centre","Overall","Overall","Good","N",25.49360384,4,"North East and North Cumbria"
"A89017",2016,"Millfield Medical Group","Overall","Overall","Good","N",33.4441201475,5,"North East and North Cumbria"
"A89018",2016,"Ashburn Medical Centre","Overall","Overall","Good","N",37.333804215,5,"North East and North Cumbria"
"A89019",2016,"Bridge View Medical Group","Overall","Overall","Good","N",40.6428049575,5,"North East and North Cumbria"
"A89020",2022,"Forge Medical Practice","Overall","Overall","Good","N",32.74148845,4,"North East and North Cumbria"
"A89021",2016,"Kepier Medical Practice","Overall","Overall","Good","N",27.742792605,4,"North East and North Cumbria"
"A89022",2017,"Concord Medical Practice","Overall","Overall","Good","N",25.92888833,4,"North East and North Cumbria"
"A89023",2016,"Houghton Medical Group","Overall","Overall","Good","N",28.51191217,4,"North East and North Cumbria"
"A89024",2022,"Broadway Medical Practice","Overall","Overall","Good","N",33.50949514,4,"North East and North Cumbria"
"A89025",2018,"Sunderland GP Alliance - Monument Surgeries","Overall","Overall","Good","N",29.7251923575,4,"North East and North Cumbria"
"A89026",2022,"New Washington Medical Group","Overall","Overall","Good","N",27.98442529,4,"North East and North Cumbria"
"A89027",2016,"Springwell Medical Group","Overall","Overall","Good","N",33.7540777425,5,"North East and North Cumbria"
"A89028",2022,"Grangewood Surgery","Overall","Overall","Good","N",23.07776435,3,"North East and North Cumbria"
"A89030",2016,"Westbourne Medical Group","Overall","Overall","Outstanding","N",26.63854578,4,"North East and North Cumbria"
"A89031",2024,"Hylton Medical Group","Overall","Overall","Good","N",32.42460492,4,"North East and North Cumbria"
"A89032",2020,"New Silksworth Medical Practice","Overall","Overall","Good","N",24.46313427,4,"North East and North Cumbria"
"A89034",2020,"Park Lane Practice","Overall","Overall","Good","N",28.72646999,4,"North East and North Cumbria"
"A89035",2015,"Southlands Medical Group","Overall","Overall","Good","N",24.52530407,4,"North East and North Cumbria"
"A89036",2023,"Castletown Medical Centre","Overall","Overall","Good","N",35.02320333,5,"North East and North Cumbria"
"A89040",2017,"Monkwearmouth Health Centre","Overall","Overall","Good","N",26.992817505,4,"North East and North Cumbria"
"A89041",2016,"Happy House Surgery","Overall","Overall","Good","N",35.335206315,5,"North East and North Cumbria"
"A89614",2022,"South Hylton Surgery","Overall","Overall","Good","N",30.72931824,4,"North East and North Cumbria"
"A89616",2024,"Rickleton Medical Centre","Overall","Overall","Good","N",19.3426872,2,"North East and North Cumbria"
"A89617",2023,"Harraton Surgery","Overall","Overall","Inadequate","N",26.65821,4,"North East and North Cumbria"
"A89623",2018,"Dr Ahmed El Safy","Overall","Overall","Good","N",27.5160854625,4,"North East and North Cumbria"
"B81002",2023,"City Health Practice Limited - Bransholme","Overall","Overall","Good","N",47.92311513,5,"Humber and North Yorkshire"
"B81003",2022,"Beacon Medical","Overall","Overall","Good","N",24.44693676,3,"Humber and North Yorkshire"
"B81004",2016,"Eastgate Medical Group","Overall","Overall","Good","N",21.5893015575,3,"Humber and North Yorkshire"
"B81005",2017,"Central Surgery","Overall","Overall","Good","N",18.34031681,3,"Humber and North Yorkshire"
"B81006",2024,"Humber Primary Care","Overall","Overall","Good","N",30.63436174,4,"Humber and North Yorkshire"
"B81007",2019,"Winterton Medical Practice","Overall","Overall","Good","N",17.11146918,2,"Humber and North Yorkshire"
"B81008",2015,"East Hull Family Practice","Overall","Overall","Good","N",40.11898943,5,"Humber and North Yorkshire"
"B81009",2024,"Market Weighton","Overall","Overall","Good","N",9.685370794,1,"Humber and North Yorkshire"
"B81010",2016,"Hessle Grange Medical Practice","Overall","Overall","Good","N",12.3347947825,2,"Humber and North Yorkshire"
"B81011",2018,"Kingston Health (Hull)","Overall","Overall","Good","N",38.265600955,5,"Humber and North Yorkshire"
"B81012",2022,"Stirling Medical Centre","Overall","Overall","Requires improvement","N",42.13016465,5,"Humber and North Yorkshire"
"B81013",2018,"Montague Medical Practice","Overall","Overall","Good","N",23.22844728,3,"Humber and North Yorkshire"
"B81015",2024,"Clee Medical Centre","Overall","Overall","Good","N",31.60039133,4,"Humber and North Yorkshire"
"B81016",2020,"Pelham Medical Group","Overall","Overall","Good","N",36.5964181,5,"Humber and North Yorkshire"
"B81018",2016,"Dr RK Awan and Partners","Overall","Overall","Good","N",57.4462830475,5,"Humber and North Yorkshire"
